individual	time	statistic	proportion	rate_eur2afr	replicate
eur_13	16000	direct f4-ratio	0.013591820636509816	0.2	2
eur_14	14000	direct f4-ratio	0.026152119171141654	0.2	2
eur_15	12000	direct f4-ratio	0.02463517490367404	0.2	2
eur_16	10000	direct f4-ratio	0.020964169776402416	0.2	2
eur_17	8000	direct f4-ratio	0.02927702436212494	0.2	2
eur_18	6000	direct f4-ratio	0.023209247292254483	0.2	2
eur_19	4000	direct f4-ratio	0.010254543248081066	0.2	2
eur_20	2000	direct f4-ratio	0.034920057037104456	0.2	2
eur_21	0	direct f4-ratio	0.013834531719304634	0.2	2
eur_1	40000	direct f4-ratio	0.02761781288630265	0.225	2
eur_2	38000	direct f4-ratio	0.033044894021165616	0.225	2
eur_3	36000	direct f4-ratio	0.00928633883076552	0.225	2
eur_4	34000	direct f4-ratio	0.01278379111767721	0.225	2
eur_5	32000	direct f4-ratio	0.0076582144903066295	0.225	2
eur_6	30000	direct f4-ratio	0.00859287846353303	0.225	2
eur_7	28000	direct f4-ratio	0.02083396146772394	0.225	2
eur_8	26000	direct f4-ratio	0.017095305574818344	0.225	2
eur_9	24000	direct f4-ratio	0.026773600265323966	0.225	2
eur_10	22000	direct f4-ratio	-0.0028642928211776767	0.225	2
eur_11	20000	direct f4-ratio	0.022642988512678264	0.225	2
eur_12	18000	direct f4-ratio	0.009798896493502577	0.225	2
eur_13	16000	direct f4-ratio	0.02324599752766304	0.225	2
eur_14	14000	direct f4-ratio	0.0039195585974010315	0.225	2
eur_15	12000	direct f4-ratio	0.030753459764223477	0.225	2
eur_16	10000	direct f4-ratio	0.03771821388729762	0.225	2
eur_17	8000	direct f4-ratio	0.02945699038200621	0.225	2
eur_18	6000	direct f4-ratio	0.003648204540657883	0.225	2
eur_19	4000	direct f4-ratio	0.02457261736062954	0.225	2
eur_20	2000	direct f4-ratio	0.021708324539451863	0.225	2
eur_21	0	direct f4-ratio	0.03150722103295444	0.225	2
eur_1	40000	direct f4-ratio	0.0160825232616903	0.25	2
eur_2	38000	direct f4-ratio	0.002199827581081483	0.25	2
eur_3	36000	direct f4-ratio	0.0012188233895181189	0.25	2
eur_4	34000	direct f4-ratio	0.016112250661434645	0.25	2
eur_5	32000	direct f4-ratio	-0.0021106453818484495	0.25	2
eur_6	30000	direct f4-ratio	0.008056125330717322	0.25	2
eur_7	28000	direct f4-ratio	0.03127322453105027	0.25	2
eur_8	26000	direct f4-ratio	0.03876452926662505	0.25	2
eur_9	24000	direct f4-ratio	0.015577157466036445	0.25	2
eur_10	22000	direct f4-ratio	0.011296411902850858	0.25	2
eur_11	20000	direct f4-ratio	-0.004399655162162966	0.25	2
eur_12	18000	direct f4-ratio	0.014001605279586195	0.25	2
eur_13	16000	direct f4-ratio	0.013852968280864474	0.25	2
eur_14	14000	direct f4-ratio	0.00374565236778739	0.25	2
eur_15	12000	direct f4-ratio	-0.0011296411902850859	0.25	2
eur_16	10000	direct f4-ratio	-0.006242753946312315	0.25	2
eur_17	8000	direct f4-ratio	0.01893635363714736	0.25	2
eur_18	6000	direct f4-ratio	0.011296411902850858	0.25	2
eur_19	4000	direct f4-ratio	0.02589256517732394	0.25	2
eur_20	2000	direct f4-ratio	0.026130384375278697	0.25	2
eur_21	0	direct f4-ratio	0.026546567971699513	0.25	2
eur_1	40000	direct f4-ratio	0.05985193113905985	0	3
eur_2	38000	direct f4-ratio	0.02586745161002587	0	3
eur_3	36000	direct f4-ratio	0.046829007225046834	0	3
eur_4	34000	direct f4-ratio	0.0035084589540035085	0	3
eur_5	32000	direct f4-ratio	0.01563940177801564	0	3
eur_6	30000	direct f4-ratio	0.019593851277019594	0	3
eur_7	28000	direct f4-ratio	0.023786162400023788	0	3
eur_8	26000	direct f4-ratio	0.0360955014420361	0	3
eur_9	24000	direct f4-ratio	0.033657419796033664	0	3
eur_10	22000	direct f4-ratio	0.017126036928017126	0	3
eur_11	20000	direct f4-ratio	0.029911099218029914	0	3
eur_12	18000	direct f4-ratio	0.02396455861802397	0	3
eur_13	16000	direct f4-ratio	0.03930663336603931	0	3
eur_14	14000	direct f4-ratio	0.02836499866202837	0	3
eur_15	12000	direct f4-ratio	0.039841822020039844	0	3
eur_16	10000	direct f4-ratio	0.013766241489013767	0	3
eur_17	8000	direct f4-ratio	0.035976570630035974	0	3
eur_18	6000	direct f4-ratio	0.028424464068028427	0	3
eur_19	4000	direct f4-ratio	0.034103410341034104	0	3
eur_20	2000	direct f4-ratio	0.031962655725031965	0	3
eur_21	0	direct f4-ratio	0.03356822168703357	0	3
eur_1	40000	direct f4-ratio	0.03332849048380067	0.025	3
eur_2	38000	direct f4-ratio	0.015603661194246696	0.025	3
eur_3	36000	direct f4-ratio	0.030974865610925467	0.025	3
eur_4	34000	direct f4-ratio	0.029783524625889873	0.025	3
eur_5	32000	direct f4-ratio	0.0014237977626035158	0.025	3
eur_6	30000	direct f4-ratio	0.014179863431643179	0.025	3
eur_7	28000	direct f4-ratio	0.008135987214877233	0.025	3
eur_8	26000	direct f4-ratio	0.019439198024117393	0.025	3
eur_9	24000	direct f4-ratio	0.01173906726718001	0.025	3
eur_10	22000	direct f4-ratio	0.0173470870260061	0.025	3
eur_11	20000	direct f4-ratio	0.023681534214731948	0.025	3
eur_12	18000	direct f4-ratio	0.034723231149208195	0.025	3
eur_13	16000	direct f4-ratio	0.043905273863141074	0.025	3
eur_14	14000	direct f4-ratio	0.017928228969925904	0.025	3
eur_15	12000	direct f4-ratio	0.02342002033996804	0.025	3
eur_16	10000	direct f4-ratio	0.018305971233473776	0.025	3
eur_17	8000	direct f4-ratio	0.031062036902513437	0.025	3
eur_18	6000	direct f4-ratio	0.015574604097050707	0.025	3
eur_19	4000	direct f4-ratio	0.030219381083829728	0.025	3
eur_20	2000	direct f4-ratio	0.017899171872729915	0.025	3
eur_21	0	direct f4-ratio	0.01894522737178556	0.025	3
eur_1	40000	direct f4-ratio	0.014519113173821693	0.05	3
eur_2	38000	direct f4-ratio	0.01489541848286243	0.05	3
eur_3	36000	direct f4-ratio	0.006867571889993415	0.05	3
eur_4	34000	direct f4-ratio	0.026968547147919346	0.05	3
eur_5	32000	direct f4-ratio	0.03242497412901	0.05	3
eur_6	30000	direct f4-ratio	0.002383266957257989	0.05	3
eur_7	28000	direct f4-ratio	0.007620182508074885	0.05	3
eur_8	26000	direct f4-ratio	0.01524036501614977	0.05	3
eur_9	24000	direct f4-ratio	0.002885007369312302	0.05	3
eur_10	22000	direct f4-ratio	0.03041801248079275	0.05	3
eur_11	20000	direct f4-ratio	0.03145285208065477	0.05	3
eur_12	18000	direct f4-ratio	0.03327166107435166	0.05	3
eur_13	16000	direct f4-ratio	-7.212518423280755e-4	0.05	3
eur_14	14000	direct f4-ratio	0.011195082943961867	0.05	3
eur_15	12000	direct f4-ratio	0.029508607983944304	0.05	3
eur_16	10000	direct f4-ratio	0.025149738154222456	0.05	3
eur_17	8000	direct f4-ratio	0.025870989996550537	0.05	3
eur_18	6000	direct f4-ratio	0.008999968641224246	0.05	3
eur_19	4000	direct f4-ratio	0.015271723791903164	0.05	3
eur_20	2000	direct f4-ratio	0.03226818025024303	0.05	3
eur_21	0	direct f4-ratio	0.0168083038038195	0.05	3
eur_1	40000	direct f4-ratio	0.028657221153285527	0.07500000000000001	3
eur_2	38000	direct f4-ratio	0.0315433502419684	0.07500000000000001	3
eur_3	36000	direct f4-ratio	0.055856801352690805	0.07500000000000001	3
eur_4	34000	direct f4-ratio	0.04504110547489942	0.07500000000000001	3
eur_5	32000	direct f4-ratio	0.02262258760422133	0.07500000000000001	3
eur_6	30000	direct f4-ratio	0.027461955571103727	0.07500000000000001	3
eur_7	28000	direct f4-ratio	0.023263949623928633	0.07500000000000001	3
eur_8	26000	direct f4-ratio	0.04623637105708123	0.07500000000000001	3
eur_9	24000	direct f4-ratio	0.019794764153693665	0.07500000000000001	3
eur_10	22000	direct f4-ratio	0.019299166229374384	0.07500000000000001	3
eur_11	20000	direct f4-ratio	0.03434202087341846	0.07500000000000001	3
eur_12	18000	direct f4-ratio	0.02577109206460265	0.07500000000000001	3
eur_13	16000	direct f4-ratio	0.007025829397702758	0.07500000000000001	3
eur_14	14000	direct f4-ratio	0.02317649116669582	0.07500000000000001	3
eur_15	12000	direct f4-ratio	0.030756224126873073	0.07500000000000001	3
eur_16	10000	direct f4-ratio	0.024488368025188036	0.07500000000000001	3
eur_17	8000	direct f4-ratio	0.046877733076788525	0.07500000000000001	3
eur_18	6000	direct f4-ratio	0.03466270188327211	0.07500000000000001	3
eur_19	4000	direct f4-ratio	0.017987289370882165	0.07500000000000001	3
eur_20	2000	direct f4-ratio	0.027520261209258934	0.07500000000000001	3
eur_21	0	direct f4-ratio	0.033525741939245526	0.07500000000000001	3
eur_1	40000	direct f4-ratio	0.0324204470545934	0.1	3
eur_2	38000	direct f4-ratio	0.004194882243662731	0.1	3
eur_3	36000	direct f4-ratio	0.010696949721339966	0.1	3
eur_4	34000	direct f4-ratio	0.006142506142506142	0.1	3
eur_5	32000	direct f4-ratio	0.02073470366153293	0.1	3
eur_6	30000	direct f4-ratio	0.04791154791154791	0.1	3
eur_7	28000	direct f4-ratio	0.030203152154371665	0.1	3
eur_8	26000	direct f4-ratio	0.03152154371666566	0.1	3
eur_9	24000	direct f4-ratio	0.01411278240546533	0.1	3
eur_10	22000	direct f4-ratio	0.02723677113921016	0.1	3
eur_11	20000	direct f4-ratio	0.019326421765446154	0.1	3
eur_12	18000	direct f4-ratio	0.03553664529274285	0.1	3
eur_13	16000	direct f4-ratio	0.0334092407263139	0.1	3
eur_14	14000	direct f4-ratio	0.021094264996704023	0.1	3
eur_15	12000	direct f4-ratio	0.03535686462515731	0.1	3
eur_16	10000	direct f4-ratio	0.025109366572781205	0.1	3
eur_17	8000	direct f4-ratio	0.027925930364954756	0.1	3
eur_18	6000	direct f4-ratio	0.019895727212800383	0.1	3
eur_19	4000	direct f4-ratio	0.03358902139389944	0.1	3
eur_20	2000	direct f4-ratio	0.021573680110265475	0.1	3
eur_21	0	direct f4-ratio	0.023850901899682385	0.1	3
eur_1	40000	direct f4-ratio	0.00488428887079893	0.125	3
eur_2	38000	direct f4-ratio	0.0073845796022793345	0.125	3
eur_3	36000	direct f4-ratio	0.03794045819281312	0.125	3
eur_4	34000	direct f4-ratio	0.03884172578206769	0.125	3
eur_5	32000	direct f4-ratio	0.009943016629840679	0.125	3
eur_6	30000	direct f4-ratio	0.00500058146296081	0.125	3
eur_7	28000	direct f4-ratio	0.009041749040586114	0.125	3
eur_8	26000	direct f4-ratio	0.015350622165368068	0.125	3
eur_9	24000	direct f4-ratio	6.977555529712757e-4	0.125	3
eur_10	22000	direct f4-ratio	0.02322944528433539	0.125	3
eur_11	20000	direct f4-ratio	0.007297360158157926	0.125	3
eur_12	18000	direct f4-ratio	0.01674613327131062	0.125	3
eur_13	16000	direct f4-ratio	0.024508663798116063	0.125	3
eur_14	14000	direct f4-ratio	0.011919990696592627	0.125	3
eur_15	12000	direct f4-ratio	0.014129549947668334	0.125	3
eur_16	10000	direct f4-ratio	0.0047098499825561115	0.125	3
eur_17	8000	direct f4-ratio	0.007588091638562624	0.125	3
eur_18	6000	direct f4-ratio	0.022066519362716596	0.125	3
eur_19	4000	direct f4-ratio	0.01979881381555995	0.125	3
eur_20	2000	direct f4-ratio	0.01831608326549599	0.125	3
eur_21	0	direct f4-ratio	0.017967205489010353	0.125	3
eur_1	40000	direct f4-ratio	0.04019718813296795	0.15000000000000002	3
eur_2	38000	direct f4-ratio	0.009621112832122006	0.15000000000000002	3
eur_3	36000	direct f4-ratio	0.019242225664244012	0.15000000000000002	3
eur_4	34000	direct f4-ratio	0.028922911950434886	0.15000000000000002	3
eur_5	32000	direct f4-ratio	0.021491123555343737	0.15000000000000002	3
eur_6	30000	direct f4-ratio	0.011274276182533063	0.15000000000000002	3
eur_7	28000	direct f4-ratio	9.233885380674371e-4	0.15000000000000002	3
eur_8	26000	direct f4-ratio	-0.005599904682473489	0.15000000000000002	3
eur_9	24000	direct f4-ratio	0.005465864410818539	0.15000000000000002	3
eur_10	22000	direct f4-ratio	0.01675503395686882	0.15000000000000002	3
eur_11	20000	direct f4-ratio	-0.005614798045990706	0.15000000000000002	3
eur_12	18000	direct f4-ratio	0.03407601572739188	0.15000000000000002	3
eur_13	16000	direct f4-ratio	0.016099725962111282	0.15000000000000002	3
eur_14	14000	direct f4-ratio	0.006493506493506493	0.15000000000000002	3
eur_15	12000	direct f4-ratio	0.01133384963660193	0.15000000000000002	3
eur_16	10000	direct f4-ratio	-0.006076492315024424	0.15000000000000002	3
eur_17	8000	direct f4-ratio	0.008936018110330037	0.15000000000000002	3
eur_18	6000	direct f4-ratio	0.005391397593232455	0.15000000000000002	3
eur_19	4000	direct f4-ratio	0.010008340283569641	0.15000000000000002	3
eur_20	2000	direct f4-ratio	0.010723221732396043	0.15000000000000002	3
eur_21	0	direct f4-ratio	0.02192303109734302	0.15000000000000002	3
eur_1	40000	direct f4-ratio	0.029856545128511654	0.17500000000000002	3
eur_2	38000	direct f4-ratio	0.02881052002390914	0.17500000000000002	3
eur_3	36000	direct f4-ratio	0.02092050209205021	0.17500000000000002	3
eur_4	34000	direct f4-ratio	0.024118350268977885	0.17500000000000002	3
eur_5	32000	direct f4-ratio	0.03194859533771668	0.17500000000000002	3
eur_6	30000	direct f4-ratio	0.014793783622235506	0.17500000000000002	3
eur_7	28000	direct f4-ratio	0.023640167364016737	0.17500000000000002	3
eur_8	26000	direct f4-ratio	0.04315600717274358	0.17500000000000002	3
eur_9	24000	direct f4-ratio	0.015451285116557082	0.17500000000000002	3
eur_10	22000	direct f4-ratio	0.010520023909145249	0.17500000000000002	3
eur_11	20000	direct f4-ratio	0.055020920502092056	0.17500000000000002	3
eur_12	18000	direct f4-ratio	0.031410639569635385	0.17500000000000002	3
eur_13	16000	direct f4-ratio	0.023401075911536163	0.17500000000000002	3
eur_14	14000	direct f4-ratio	0.05523012552301255	0.17500000000000002	3
eur_15	12000	direct f4-ratio	0.03484757919904363	0.17500000000000002	3
eur_16	10000	direct f4-ratio	0.04067543335325762	0.17500000000000002	3
eur_17	8000	direct f4-ratio	0.06404662283323372	0.17500000000000002	3
eur_18	6000	direct f4-ratio	0.0350866706515242	0.17500000000000002	3
eur_19	4000	direct f4-ratio	0.04799760908547519	0.17500000000000002	3
eur_20	2000	direct f4-ratio	0.035026897788404066	0.17500000000000002	3
eur_21	0	direct f4-ratio	0.04856545128511655	0.17500000000000002	3
eur_1	40000	direct f4-ratio	-0.008909024568231574	0.2	3
eur_2	38000	direct f4-ratio	0.0014290926781804914	0.2	3
eur_3	36000	direct f4-ratio	0.003527122354658234	0.2	3
eur_4	34000	direct f4-ratio	0.009365117976161519	0.2	3
eur_5	32000	direct f4-ratio	-0.0046825589880807594	0.2	3
eur_6	30000	direct f4-ratio	0.007084650936511798	0.2	3
eur_7	28000	direct f4-ratio	0.008939430795426903	0.2	3
eur_8	26000	direct f4-ratio	-3.344684991486257e-4	0.2	3
eur_9	24000	direct f4-ratio	0.005138652396010703	0.2	3
eur_10	22000	direct f4-ratio	-0.001854779858915106	0.2	3
eur_11	20000	direct f4-ratio	-0.010490148382388714	0.2	3
eur_12	18000	direct f4-ratio	0.0030406227195329603	0.2	3
eur_13	16000	direct f4-ratio	-0.0017939674045244465	0.2	3
eur_14	14000	direct f4-ratio	0.010277304792021406	0.2	3
eur_15	12000	direct f4-ratio	-0.003800778399416201	0.2	3
eur_16	10000	direct f4-ratio	0.003375091218681586	0.2	3
eur_17	8000	direct f4-ratio	-0.0015811238141571395	0.2	3
eur_18	6000	direct f4-ratio	0.0010338117246412066	0.2	3
eur_19	4000	direct f4-ratio	0.004408902943322793	0.2	3
eur_20	2000	direct f4-ratio	0.012557771831671128	0.2	3
eur_21	0	direct f4-ratio	-0.0010338117246412066	0.2	3
eur_1	40000	direct f4-ratio	0.02039579355699003	0.225	3
eur_2	38000	direct f4-ratio	0.055065612025335636	0.225	3
eur_3	36000	direct f4-ratio	0.04188259538745946	0.225	3
eur_4	34000	direct f4-ratio	0.019365396854259476	0.225	3
eur_5	32000	direct f4-ratio	0.024123405158044668	0.225	3
eur_6	30000	direct f4-ratio	0.027760099402976027	0.225	3
eur_7	28000	direct f4-ratio	0.05021668636542716	0.225	3
eur_8	26000	direct f4-ratio	0.033912173833984906	0.225	3
eur_9	24000	direct f4-ratio	0.02542655392914507	0.225	3
eur_10	22000	direct f4-ratio	0.011122223232415067	0.225	3
eur_11	20000	direct f4-ratio	0.026578173773373338	0.225	3
eur_12	18000	direct f4-ratio	0.012182925720520045	0.225	3
eur_13	16000	direct f4-ratio	0.016546958814437678	0.225	3
eur_14	14000	direct f4-ratio	0.011455586871533774	0.225	3
eur_15	12000	direct f4-ratio	0.020517016698487742	0.225	3
eur_16	10000	direct f4-ratio	0.024971967148528656	0.225	3
eur_17	8000	direct f4-ratio	0.04403430614904385	0.225	3
eur_18	6000	direct f4-ratio	0.01845622329302664	0.225	3
eur_19	4000	direct f4-ratio	0.030002727520683697	0.225	3
eur_20	2000	direct f4-ratio	0.008485619904839833	0.225	3
eur_21	0	direct f4-ratio	0.03021486801830469	0.225	3
eur_1	40000	direct f4-ratio	0.018023202980643988	0.25	3
eur_2	38000	direct f4-ratio	0.04207433435313362	0.25	3
eur_3	36000	direct f4-ratio	0.04549722836458365	0.25	3
eur_4	34000	direct f4-ratio	0.017205343349589557	0.25	3
eur_5	32000	direct f4-ratio	0.045739557144155334	0.25	3
eur_6	30000	direct f4-ratio	0.033956320237482206	0.25	3
eur_7	28000	direct f4-ratio	0.030836337200496777	0.25	3
eur_8	26000	direct f4-ratio	0.033683700360464065	0.25	3
eur_9	24000	direct f4-ratio	0.03477417986853664	0.25	3
eur_10	22000	direct f4-ratio	0.047223820919031906	0.25	3
eur_11	20000	direct f4-ratio	0.03862114924423712	0.25	3
eur_12	18000	direct f4-ratio	0.057250174173810314	0.25	3
eur_13	16000	direct f4-ratio	0.0338048647502499	0.25	3
eur_14	14000	direct f4-ratio	0.035167964135340624	0.25	3
eur_15	12000	direct f4-ratio	0.041468512404204405	0.25	3
eur_16	10000	direct f4-ratio	0.03886347802380881	0.25	3
eur_17	8000	direct f4-ratio	0.08172538091055039	0.25	3
eur_18	6000	direct f4-ratio	0.04534577287735135	0.25	3
eur_19	4000	direct f4-ratio	0.025808015024384335	0.25	3
eur_20	2000	direct f4-ratio	0.03883318692636234	0.25	3
eur_21	0	direct f4-ratio	0.04979856420198103	0.25	3
eur_1	40000	direct f4-ratio	0.009518161601186065	0	4
eur_2	38000	direct f4-ratio	0.02375092661230541	0	4
eur_3	36000	direct f4-ratio	0.0036174944403261676	0	4
eur_4	34000	direct f4-ratio	0.006879169755374351	0	4
eur_5	32000	direct f4-ratio	-0.006849518161601186	0	4
eur_6	30000	direct f4-ratio	-0.009992587101556708	0	4
eur_7	28000	direct f4-ratio	0.008391401037805783	0	4
eur_8	26000	direct f4-ratio	0.012246108228317273	0	4
eur_9	24000	direct f4-ratio	0.02161601186063751	0	4
eur_10	22000	direct f4-ratio	0.015833951074870276	0	4
eur_11	20000	direct f4-ratio	0.03255744996293551	0	4
eur_12	18000	direct f4-ratio	0.010704225352112677	0	4
eur_13	16000	direct f4-ratio	0.016604892512972574	0	4
eur_14	14000	direct f4-ratio	0.020845070422535212	0	4
eur_15	12000	direct f4-ratio	0.011386212008895478	0	4
eur_16	10000	direct f4-ratio	0.014440326167531506	0	4
eur_17	8000	direct f4-ratio	0.0058117123795404	0	4
eur_18	6000	direct f4-ratio	0.004507042253521127	0	4
eur_19	4000	direct f4-ratio	0.02268346923647146	0	4
eur_20	2000	direct f4-ratio	0.02808005930318755	0	4
eur_21	0	direct f4-ratio	0.014736842105263158	0	4
eur_1	40000	direct f4-ratio	0.02815649989276632	0.025	4
eur_2	38000	direct f4-ratio	0.019485891111860044	0.025	4
eur_3	36000	direct f4-ratio	0.022120775759061247	0.025	4
eur_4	34000	direct f4-ratio	0.04172921964520972	0.025	4
eur_5	32000	direct f4-ratio	0.011887619105977512	0.025	4
eur_6	30000	direct f4-ratio	0.010233156653083735	0.025	4
eur_7	28000	direct f4-ratio	0.01890376543399001	0.025	4
eur_8	26000	direct f4-ratio	0.01292931768742915	0.025	4
eur_9	24000	direct f4-ratio	0.02634884647201201	0.025	4
eur_10	22000	direct f4-ratio	0.022580348662642847	0.025	4
eur_11	20000	direct f4-ratio	0.019669720273292685	0.025	4
eur_12	18000	direct f4-ratio	0.01871993627255737	0.025	4
eur_13	16000	direct f4-ratio	0.028616072796347928	0.025	4
eur_14	14000	direct f4-ratio	0.03406967125218297	0.025	4
eur_15	12000	direct f4-ratio	0.023683323631238703	0.025	4
eur_16	10000	direct f4-ratio	0.019148870982566867	0.025	4
eur_17	8000	direct f4-ratio	0.019026318208278437	0.025	4
eur_18	6000	direct f4-ratio	0.044180275130978275	0.025	4
eur_19	4000	direct f4-ratio	0.028033947118477894	0.025	4
eur_20	2000	direct f4-ratio	0.01758632311038941	0.025	4
eur_21	0	direct f4-ratio	0.013327614203866538	0.025	4
eur_1	40000	direct f4-ratio	-0.005742035979353105	0.05	4
eur_2	38000	direct f4-ratio	5.192266577074615e-4	0.05	4
eur_3	36000	direct f4-ratio	0.00418435600623072	0.05	4
eur_4	34000	direct f4-ratio	0.013270822516111298	0.05	4
eur_5	32000	direct f4-ratio	-5.497694022784888e-4	0.05	4
eur_6	30000	direct f4-ratio	0.0023823340765401183	0.05	4
eur_7	28000	direct f4-ratio	0.010751046089001558	0.05	4
eur_8	26000	direct f4-ratio	0.005375523044500779	0.05	4
eur_9	24000	direct f4-ratio	0.009956934730154852	0.05	4
eur_10	22000	direct f4-ratio	0.006261262637060566	0.05	4
eur_11	20000	direct f4-ratio	-6.10854891420543e-4	0.05	4
eur_12	18000	direct f4-ratio	0.011392443724993128	0.05	4
eur_13	16000	direct f4-ratio	0.01050670413243334	0.05	4
eur_14	14000	direct f4-ratio	0.012247640572981888	0.05	4
eur_15	12000	direct f4-ratio	0.023334656852264744	0.05	4
eur_16	10000	direct f4-ratio	0.00934607983873431	0.05	4
eur_17	8000	direct f4-ratio	0.0169817659814911	0.05	4
eur_18	6000	direct f4-ratio	0.02776335481506368	0.05	4
eur_19	4000	direct f4-ratio	0.013805320546104274	0.05	4
eur_20	2000	direct f4-ratio	0.007177544974191381	0.05	4
eur_21	0	direct f4-ratio	-8.857395925597873e-4	0.05	4
eur_1	40000	direct f4-ratio	0.01065973540492392	0.07500000000000001	4
